"","Order","Latitude","Biome","Elevation","pH","Clay_silt_c","NDVI_2001_2020_Normalized","Plant_cover_v3","ORC","ORC_stock","POM_C_g_kg","MAOM_C_g_kg","Aromatic_Prop","Alkanes_Prop","Polysaccharide_Prop","Amide_Prop","Soil_respiration","Seasonality","MAXT...19","Aridity...20","Human_influence","Extreme_events","Fire","Aridity_2016_2019...24","MAXT_mean_2016_2019...25","Extreme_events_2016_2019","Population_density_2016_2019...27","Fire_2016_2019","Seasonality_2016_2019","MAXT_anomaly","Seasonality_anomaly","MINP_anomaly","Human_influence1","Extreme_events1","Fire1","Aridity...36","MAXT...37","PSEA","MDR","TSEA","SPEI_1_Extreme_dry_events","SPEI_1_extreme_wet_events","Heatwave_day","Frost","nfertilize","nmanure_gl","hii_v2geo","fire_n","Aridity_2016_2019...49","MAXT_mean_2016_2019...50","TSEA_2016_2019","MDR_2016_2019","PSEA_2016_2019","SPEI_1_Extreme_dry_events_2016_2019","SPEI_1_extreme_wet_events_2016_2019","Frost_2016_2019","Heatwave_day_2016_2019","Fire_Count_2016_2019","Population_density_2016_2019...59","MAXT_difference","PSEA_difference","MDR_difference","TSEA_difference","MINP","MINP_2016_2019","MINP_difference"
"1",1,41.73527778,"Continental",530,6.4,80.8,0.474211522,48.8,75,8.925,NA,NA,16.93746504,12.64340557,6.721110111,10.17135699,NA,0.611959465,0.629807692,0.685964722,0.207097477,0.426250857,0,0.969466804,0.52118039,0.296094959,0.019614418,0,0.525621377,0.280045004,0.320702378,0.128674904,0.207097477,0.426250857,0,-0.8727,26.2,98.3302,12.2333,1339.09,65,22,9.976976209,51.3046815,6.708,15.45,28,0,-0.11132,30.77,1278.898587,12.34583333,105.49457,7,3,34.61776221,10.12775603,0,102.16659,4.57,7.16437,0.11253333,-60.191413,10,0.575,9.425
"2",2,41.73527778,"Continental",530,5.12,80.8,0.474211522,48.8,67,7.973,NA,NA,16.91409315,12.6415148,7.331127362,9.56629905,NA,0.611959465,0.629807692,0.685964722,0.207097477,0.426250857,0,0.969466804,0.52118039,0.296094959,0.019614418,0,0.525621377,0.280045004,0.320702378,0.128674904,0.207097477,0.426250857,0,-0.8727,26.2,98.3302,12.2333,1339.09,65,22,9.976976209,51.3046815,6.708,15.45,28,0,-0.11132,30.77,1278.898587,12.34583333,105.49457,7,3,34.61776221,10.12775603,0,102.16659,4.57,7.16437,0.11253333,-60.191413,10,0.575,9.425
"3",3,41.73527778,"Continental",530,5.03,80.8,0.474211522,48.8,78.713,9.366847,20.59210242,49.94552867,17.24178444,12.70552822,6.877307983,9.625719361,0.170411234,0.611959465,0.629807692,0.685964722,0.207097477,0.426250857,0,0.969466804,0.52118039,0.296094959,0.019614418,0,0.525621377,0.280045004,0.320702378,0.128674904,0.207097477,0.426250857,0,-0.8727,26.2,98.3302,12.2333,1339.09,65,22,9.976976209,51.3046815,6.708,15.45,28,0,-0.11132,30.77,1278.898587,12.34583333,105.49457,7,3,34.61776221,10.12775603,0,102.16659,4.57,7.16437,0.11253333,-60.191413,10,0.575,9.425
"4",4,42.27527778,"Continental",621,5.25,75.52,0.451351522,73.79,72.383,8.179279,NA,NA,16.68011081,13.50921871,7.820391252,9.499449504,NA,0.621705413,0.615384615,0.711863795,0.133604196,0.461939736,0,0.970278345,0.515706806,0.259779612,0.013242366,0,0.501836224,0.285261328,0.295536127,0.117596932,0.133604196,0.461939736,0,-0.8009,25.6,96.3761,12.875,1338.98,58,31,10.04140787,55.56685308,6.371,17.113,14,0,-0.10837,30.425,1231.292439,11.84416667,101.06043,4,5,34.54895655,9.903262413,0,68.97617,4.825,4.68433,-1.03083333,-107.687561,8,0.525,7.475
"5",5,42.27527778,"Continental",621,4.78,75.52,0.451351522,73.79,82.587,9.332331,NA,NA,16.71144577,14.2233434,8.595106611,9.079407847,NA,0.621705413,0.615384615,0.711863795,0.133604196,0.461939736,0,0.970278345,0.515706806,0.259779612,0.013242366,0,0.501836224,0.285261328,0.295536127,0.117596932,0.133604196,0.461939736,0,-0.8009,25.6,96.3761,12.875,1338.98,58,31,10.04140787,55.56685308,6.371,17.113,14,0,-0.10837,30.425,1231.292439,11.84416667,101.06043,4,5,34.54895655,9.903262413,0,68.97617,4.825,4.68433,-1.03083333,-107.687561,8,0.525,7.475
"6",6,42.27527778,"Continental",621,4.47,75.52,0.451351522,73.79,124.23,14.03799,53.7376122,59.81035231,16.39181241,14.87203352,7.635875912,9.087531054,0.191434089,0.621705413,0.615384615,0.711863795,0.133604196,0.461939736,0,0.970278345,0.515706806,0.259779612,0.013242366,0,0.501836224,0.285261328,0.295536127,0.117596932,0.133604196,0.461939736,0,-0.8009,25.6,96.3761,12.875,1338.98,58,31,10.04140787,55.56685308,6.371,17.113,14,0,-0.10837,30.425,1231.292439,11.84416667,101.06043,4,5,34.54895655,9.903262413,0,68.97617,4.825,4.68433,-1.03083333,-107.687561,8,0.525,7.475
"7",7,42.84055556,"Continental",360,6.79,67.26,0.541040217,31.84,77.96,9.43316,NA,NA,16.69269218,11.77733591,9.041920537,10.147032,NA,0.602967552,0.610576923,0.789380659,0.200919365,0.402108653,0,0.976129692,0.523639537,0.269773493,0.024001148,0,0.469245077,0.299580648,0.289208742,0.091038205,0.200919365,0.402108653,0,-0.586,25.4,97.6752,12.6333,1258.02,20,38,10.01615509,52.19399538,17.493,17.388,18,0,-0.0871,30.925,1157.108783,10.27125,111.12929,4,5,33.57389725,10.03778338,0,125.01597,5.525,13.45409,-2.36205,-100.911217,3,0.2,2.8
"8",8,42.84055556,"Continental",360,6.01,67.26,0.541040217,31.84,30.084,3.640164,NA,NA,17.483785,9.417438735,8.661054307,8.781890561,NA,0.602967552,0.610576923,0.789380659,0.200919365,0.402108653,0,0.976129692,0.523639537,0.269773493,0.024001148,0,0.469245077,0.299580648,0.289208742,0.091038205,0.200919365,0.402108653,0,-0.586,25.4,97.6752,12.6333,1258.02,20,38,10.01615509,52.19399538,17.493,17.388,18,0,-0.0871,30.925,1157.108783,10.27125,111.12929,4,5,33.57389725,10.03778338,0,125.01597,5.525,13.45409,-2.36205,-100.911217,3,0.2,2.8
"9",9,42.84055556,"Continental",360,6.15,67.26,0.541040217,31.84,82.934,10.035014,24.70673402,47.74325641,16.5382543,11.86282189,8.815550951,10.1226352,0.275403699,0.602967552,0.610576923,0.789380659,0.200919365,0.402108653,0,0.976129692,0.523639537,0.269773493,0.024001148,0,0.469245077,0.299580648,0.289208742,0.091038205,0.200919365,0.402108653,0,-0.586,25.4,97.6752,12.6333,1258.02,20,38,10.01615509,52.19399538,17.493,17.388,18,0,-0.0871,30.925,1157.108783,10.27125,111.12929,4,5,33.57389725,10.03778338,0,125.01597,5.525,13.45409,-2.36205,-100.911217,3,0.2,2.8
"10",10,43.33888889,"Continental",504,5.77,69.94,0.382292174,47.89,53.376,5.764608,NA,NA,17.14995989,11.64479483,7.248506938,9.95751087,NA,0.624115014,0.600961538,0.772282942,0.286600234,0.420946514,0,0.973596034,0.577185467,0.29529721,0.058980097,0,0.510824926,0.3768027,0.304018262,0.095298963,0.286600234,0.420946514,0,-0.6334,25,101.391,12.6417,1328.38,32,30,10.03882418,56.87597302,16.246,14.21,36,0,-0.09631,34.3,1272.895205,11.47416667,108.9752,4,6,35.75964977,10.11166044,0,307.21255,9.3,7.5842,-1.16753333,-55.484795,4,0.45,3.55
"11",11,43.33888889,"Continental",504,5.8,69.94,0.382292174,47.89,43.774,4.727592,NA,NA,18.41630705,11.32094904,6.366153268,9.788427636,NA,0.624115014,0.600961538,0.772282942,0.286600234,0.420946514,0,0.973596034,0.577185467,0.29529721,0.058980097,0,0.510824926,0.3768027,0.304018262,0.095298963,0.286600234,0.420946514,0,-0.6334,25,101.391,12.6417,1328.38,32,30,10.03882418,56.87597302,16.246,14.21,36,0,-0.09631,34.3,1272.895205,11.47416667,108.9752,4,6,35.75964977,10.11166044,0,307.21255,9.3,7.5842,-1.16753333,-55.484795,4,0.45,3.55
"12",12,43.33888889,"Continental",504,4.81,69.94,0.382292174,47.89,49.2,5.3136,16.7548396,29.60024018,16.99562649,12.32858928,7.279174307,9.34016001,0.159285653,0.624115014,0.600961538,0.772282942,0.286600234,0.420946514,0,0.973596034,0.577185467,0.29529721,0.058980097,0,0.510824926,0.3768027,0.304018262,0.095298963,0.286600234,0.420946514,0,-0.6334,25,101.391,12.6417,1328.38,32,30,10.03882418,56.87597302,16.246,14.21,36,0,-0.09631,34.3,1272.895205,11.47416667,108.9752,4,6,35.75964977,10.11166044,0,307.21255,9.3,7.5842,-1.16753333,-55.484795,4,0.45,3.55
"13",13,43.87777778,"Continental",308,6.89,83.56,0.45523087,29.52,80.475,9.737475,NA,NA,17.69104756,11.95727355,6.63371174,10.89888394,NA,0.651680807,0.612980769,0.785881759,0.412076468,0.40633366,0,0.975164096,0.579327304,0.302499129,0.266503251,0,0.500122551,0.369336197,0.279109375,0.094446812,0.412076468,0.40633366,0,-0.5957,25.5,106.945,12.375,1442.6,56,24,9.989754098,46.00985222,12.467,20.461,60,0,-0.09061,34.435,1306.791163,10.71791667,108.43582,4,7,31.39229682,10.16652991,0,1388.14868,8.935,1.49082,-1.65708333,-135.808837,4,0.6,3.4
"14",14,43.87777778,"Continental",308,6.49,83.56,0.45523087,29.52,73,8.833,NA,NA,17.71521339,12.06407859,6.829914139,10.51729561,NA,0.651680807,0.612980769,0.785881759,0.412076468,0.40633366,0,0.975164096,0.579327304,0.302499129,0.266503251,0,0.500122551,0.369336197,0.279109375,0.094446812,0.412076468,0.40633366,0,-0.5957,25.5,106.945,12.375,1442.6,56,24,9.989754098,46.00985222,12.467,20.461,60,0,-0.09061,34.435,1306.791163,10.71791667,108.43582,4,7,31.39229682,10.16652991,0,1388.14868,8.935,1.49082,-1.65708333,-135.808837,4,0.6,3.4
"15",15,43.87777778,"Continental",308,5.83,83.56,0.45523087,29.52,98.864,11.962544,27.93806358,66.68797385,17.13071213,12.09298115,8.546384644,10.45720163,0.280257504,0.651680807,0.612980769,0.785881759,0.412076468,0.40633366,0,0.975164096,0.579327304,0.302499129,0.266503251,0,0.500122551,0.369336197,0.279109375,0.094446812,0.412076468,0.40633366,0,-0.5957,25.5,106.945,12.375,1442.6,56,24,9.989754098,46.00985222,12.467,20.461,60,0,-0.09061,34.435,1306.791163,10.71791667,108.43582,4,7,31.39229682,10.16652991,0,1388.14868,8.935,1.49082,-1.65708333,-135.808837,4,0.6,3.4
"16",31,-62.6616,"Polar",1,7.51,27.68,0.3314,0.83,2.9054,0.2556752,0.58011989,1.676913211,14.22753588,6.954470872,23.88076924,3.293452778,0.117700782,0.103567632,0.048076923,0.899026801,0,0.381455213,0,0.67118562,0.048627638,0.352188968,NA,0,0.475552887,0.165797279,0.590286006,0.183496662,0,0.381455213,0,-0.282028,2,28.6579,3.79167,328.939,0,0,9.927611169,99.24242424,0,0,0,0,-1.19559,0.985,1158.298489,14.82875,39.24419,0,0,98.66071429,10.46179742,0,NA,-1.015,10.58629,11.03708,829.359489,22,2.925,19.075
"17",32,-62.6616,"Polar",1,7.56,27.68,0.3314,0.83,2.9,0.2552,NA,NA,15.95980353,7.470445436,21.98204708,4.457517078,NA,0.103567632,0.048076923,0.902222703,0,0.381455213,0,0.67118562,0.048627638,0.352188968,NA,0,0.475552887,0.165797279,0.590286006,0.183496662,0,0.381455213,0,-0.273168,2,28.6579,3.79167,328.939,0,0,9.927611169,99.24242424,0,0,0,0,-1.19559,0.985,1158.298489,14.82875,39.24419,0,0,98.66071429,10.46179742,0,NA,-1.015,10.58629,11.03708,829.359489,22,2.925,19.075
"18",33,-62.165142,"Polar",0,4.75,20.12,0.4091,2.57,8.1915,0.720852,0.711494364,2.865647751,17.12068346,15.05848694,15.70430094,6.048389763,0.108496058,0.111191858,0.079326923,0.722612993,0,0.399732773,0,0.456663714,0.086942726,0,NA,0,0.038009312,0.188605912,0.081058854,0.291861951,0,0.399732773,0,-0.7711,3.3,24.8069,4.71667,306.246,0,0,10,99.24242424,0,0,0,0,-1.97539,3.4,NA,NA,38.80289,0,0,NA,NA,0,NA,0.1,13.99599,NA,NA,46,7.85,38.15
"19",34,-62.165142,"Polar",0,4.62,20.12,0.4091,2.57,12,1.056,NA,NA,16.71065386,16.48379398,15.11021236,6.634124288,NA,0.111191858,0.079326923,0.714303647,0,0.399732773,0,0.456663714,0.086942726,0,NA,0,0.038009312,0.188605912,0.081058854,0.291861951,0,0.399732773,0,-0.794136,3.3,24.8069,4.71667,306.246,0,0,10,99.24242424,0,0,0,0,-1.97539,3.4,NA,NA,38.80289,0,0,NA,NA,0,NA,0.1,13.99599,NA,NA,46,7.85,38.15
"20",35,-62.668507,"Polar",0,4.93,8.1,0.3686,0,4.08285,0.3592908,0.67191596,2.211950469,17.68153435,10.08891929,15.1507546,6.37797317,0.094834933,0.095381694,0.074519231,0.734118241,0,0.412834113,0,0.714494396,0.106933206,0.265769842,NA,0,0.359708453,0.218471924,0.514413428,0.222269564,0,0.412834113,0,-0.739204,3.1,27.0554,3.6,323.064,0,0,10.05089059,99.34318555,0,0,0,0,-1.03816,4.66,1084.305687,10.14708333,34.01578,0,0,93.22771047,9.676918298,0,NA,1.56,6.96038,6.54708333,761.241687,33,7.1,25.9
"21",36,-62.668507,"Polar",0,5.37,8.1,0.3686,0,5.6209,0.4946392,NA,NA,18.49779256,7.94816811,16.11192019,6.586090247,NA,0.095381694,0.074519231,0.762242182,0,0.412834113,0,0.714494396,0.106933206,0.265769842,NA,0,0.359708453,0.218471924,0.514413428,0.222269564,0,0.412834113,0,-0.661236,3.1,27.0554,3.6,323.064,0,0,10.05089059,99.34318555,0,0,0,0,-1.03816,4.66,1084.305687,10.14708333,34.01578,0,0,93.22771047,9.676918298,0,NA,1.56,6.96038,6.54708333,761.241687,33,7.1,25.9
"22",37,-51.01680556,"Polar",351,7.8,11.5,0.149819196,4.85,2.8019,0.2101425,NA,NA,17.3371966,3.064035665,11.11650189,7.523529053,NA,0.175822687,0.358173077,0.586733038,0.002141795,0.463242063,0,0.959835601,0.278280184,0.397406636,5.13e-05,0,0.139960322,0.198015751,0.307435404,0.379065474,0.002141795,0.463242063,0,-1.1478,14.9,12.9325,8.34167,361.603,13,29,10.11673152,78.91268534,0.367,0.342,0,0,-0.14633,15.46,676.157187,2.89875,32.83102,1,6,66.73976608,10.81871345,0,0.26729,0.56,19.89852,-5.44292,314.554187,61,7.5,53.5
"23",38,-51.01680556,"Polar",351,7.74,11.5,0.149819196,4.85,3.2286,0.242145,NA,NA,18.9305256,3.819820499,3.155558486,9.681399094,NA,0.175822687,0.358173077,0.586733038,0.002141795,0.463242063,0,0.959835601,0.278280184,0.397406636,5.13e-05,0,0.139960322,0.198015751,0.307435404,0.379065474,0.002141795,0.463242063,0,-1.1478,14.9,12.9325,8.34167,361.603,13,29,10.11673152,78.91268534,0.367,0.342,0,0,-0.14633,15.46,676.157187,2.89875,32.83102,1,6,66.73976608,10.81871345,0,0.26729,0.56,19.89852,-5.44292,314.554187,61,7.5,53.5
"24",39,-18.4578,"Arid",2252,5.74,47.56,0.07290413,7.667777778,3.7963,0.4745375,NA,NA,17.60033225,8.934802005,9.446418343,6.231587403,NA,0.484056278,0.512019231,0.990837932,0.126700321,0.290676378,0,0.999334261,0.745121371,0.171509348,0.007003616,0,0.456195256,0.669019127,0.398776681,0.068172135,0.126700321,0.290676378,0,-0.0275,21.3,147.57,12.7667,176.571,1,61,10.00474158,0.52173913,0.203,4.012,22,0,-0.00275,44.885,517.2879871,7.549583333,233.05042,2,7,0.21978022,9.902732403,0,36.48008,23.585,85.48042,-5.217116667,340.7169871,0,1.225,-1.225
"25",40,-18.4578,"Arid",2252,5.5,47.56,0.07290413,7.667777778,2.9622,0.370275,NA,NA,18.07353978,8.194564853,10.32261793,6.18210401,NA,0.484056278,0.512019231,0.990837932,0.126700321,0.290676378,0,0.999334261,0.745121371,0.171509348,0.007003616,0,0.456195256,0.669019127,0.398776681,0.068172135,0.126700321,0.290676378,0,-0.0275,21.3,147.57,12.7667,176.571,1,61,10.00474158,0.52173913,0.203,4.012,22,0,-0.00275,44.885,517.2879871,7.549583333,233.05042,2,7,0.21978022,9.902732403,0,36.48008,23.585,85.48042,-5.217116667,340.7169871,0,1.225,-1.225
"26",41,-18.4578,"Arid",2252,5.44,47.56,0.07290413,7.667777778,3.724,0.4655,1.345227163,2.016538744,17.60723029,8.529927024,8.866381261,6.601464156,0.209468334,0.484056278,0.512019231,0.990837932,0.126700321,0.290676378,0,0.999334261,0.745121371,0.171509348,0.007003616,0,0.456195256,0.669019127,0.398776681,0.068172135,0.126700321,0.290676378,0,-0.0275,21.3,147.57,12.7667,176.571,1,61,10.00474158,0.52173913,0.203,4.012,22,0,-0.00275,44.885,517.2879871,7.549583333,233.05042,2,7,0.21978022,9.902732403,0,36.48008,23.585,85.48042,-5.217116667,340.7169871,0,1.225,-1.225
"27",42,-28.383275,"Arid",643,7.17,16.46,0.093178913,8.352222222,0.06212,0.00819984,NA,NA,19.64404991,5.142012178,6.999448214,8.940136107,NA,0.386663828,0.596153846,0.99491397,0.068151085,0.234822865,0,0.999727652,0.880533079,0.167732863,0.001220704,0,0.50665724,0.772015956,0.473125007,0.075131373,0.068151085,0.234822865,0,-0.0162,24.8,86.0446,12.6083,283.488,17,35,9.913258984,0.237529691,1.373,1.807,11,0,-0.00132,53.42,921.5332278,11.03416667,160.58326,6,3,0,9.836379408,0,6.35834,28.62,74.53866,-1.57413333,638.0452278,0,0,0
"28",43,-28.383275,"Arid",643,8.99,16.46,0.093178913,8.352222222,1.1043,0.1457676,NA,NA,19.99027351,6.151490145,7.477242332,7.824654076,NA,0.386663828,0.596153846,0.99491397,0.068151085,0.234822865,0,0.999727652,0.880533079,0.167732863,0.001220704,0,0.50665724,0.772015956,0.473125007,0.075131373,0.068151085,0.234822865,0,-0.0162,24.8,86.0446,12.6083,283.488,17,35,9.913258984,0.237529691,1.373,1.807,11,0,-0.00132,53.42,921.5332278,11.03416667,160.58326,6,3,0,9.836379408,0,6.35834,28.62,74.53866,-1.57413333,638.0452278,0,0,0
"29",44,-28.383275,"Arid",643,5.77,16.46,0.093178913,8.352222222,18.18,2.39976,7.861834977,14.69370883,16.97487806,11.58908828,10.34477633,8.510584083,0.23790397,0.386663828,0.596153846,0.99491397,0.068151085,0.234822865,0,0.999727652,0.880533079,0.167732863,0.001220704,0,0.50665724,0.772015956,0.473125007,0.075131373,0.068151085,0.234822865,0,-0.0162,24.8,86.0446,12.6083,283.488,17,35,9.913258984,0.237529691,1.373,1.807,11,0,-0.00132,53.42,921.5332278,11.03416667,160.58326,6,3,0,9.836379408,0,6.35834,28.62,74.53866,-1.57413333,638.0452278,0,0,0
"30",45,-32.89728333,"Temperate",523,6.05,38.1,0.509508478,61.98888889,19.776,2.313792,NA,NA,21.49861133,9.08786882,9.393819842,7.911616472,NA,0.446659928,0.627403846,0.914403203,0.176209397,0.186894088,0,0.994649332,0.618435666,0.136148134,0.060107198,0,0.373478014,0.407486959,0.329138215,0.077687828,0.176209397,0.186894088,0,-0.2394,26.1,113.688,12.3833,348.174,18,16,9.884117246,0.186451212,6.332,28.344,18,0,-0.01978,36.9,705.9226415,7.6625,138.34541,5,2,0,9.787379341,0,313.08334,10.8,24.65741,-4.7208,357.7486415,1,0.55,0.45
"31",46,-32.89728333,"Temperate",523,5.91,38.1,0.509508478,61.98888889,7.479,0.875043,NA,NA,21.74797842,8.565107743,11.25037021,7.629035298,NA,0.446659928,0.627403846,0.914403203,0.176209397,0.186894088,0,0.994649332,0.618435666,0.136148134,0.060107198,0,0.373478014,0.407486959,0.329138215,0.077687828,0.176209397,0.186894088,0,-0.2394,26.1,113.688,12.3833,348.174,18,16,9.884117246,0.186451212,6.332,28.344,18,0,-0.01978,36.9,705.9226415,7.6625,138.34541,5,2,0,9.787379341,0,313.08334,10.8,24.65741,-4.7208,357.7486415,1,0.55,0.45
"32",47,-32.89728333,"Temperate",523,5.26,38.1,0.509508478,61.98888889,31.844,3.725748,14.56362659,16.44879632,19.90353831,9.800053705,9.23553591,8.912069072,0.165230515,0.446659928,0.627403846,0.914403203,0.176209397,0.186894088,0,0.994649332,0.618435666,0.136148134,0.060107198,0,0.373478014,0.407486959,0.329138215,0.077687828,0.176209397,0.186894088,0,-0.2394,26.1,113.688,12.3833,348.174,18,16,9.884117246,0.186451212,6.332,28.344,18,0,-0.01978,36.9,705.9226415,7.6625,138.34541,5,2,0,9.787379341,0,313.08334,10.8,24.65741,-4.7208,357.7486415,1,0.55,0.45
"33",48,-33.38221111,"Temperate",1145,7.9,57.3,0.513991828,47.77777778,23.704,2.394104,NA,NA,17.89421838,10.28442293,14.22337519,7.797449509,NA,0.438810566,0.617788462,0.884752732,0.17391887,0.24170409,0,0.993056511,0.622640013,0.220264423,0.009137429,0,0.401600482,0.421090314,0.353357282,0.083084789,0.17391887,0.24170409,0,-0.3216,25.7,103.987,12.3833,400.121,28,21,9.993943065,0.224215247,8.687,24.908,17,0,-0.02557,37.165,777.462958,8.660416667,134.69715,7,4,0.348837209,10.10204082,0,47.59458,11.465,30.71015,-3.722883333,377.341958,2,0.6,1.4
"34",49,-33.38221111,"Temperate",1145,7.79,57.3,0.513991828,47.77777778,33.526,3.386126,NA,NA,17.62520159,9.48758198,17.39081819,7.501558972,NA,0.438810566,0.617788462,0.884752732,0.17391887,0.24170409,0,0.993056511,0.622640013,0.220264423,0.009137429,0,0.401600482,0.421090314,0.353357282,0.083084789,0.17391887,0.24170409,0,-0.3216,25.7,103.987,12.3833,400.121,28,21,9.993943065,0.224215247,8.687,24.908,17,0,-0.02557,37.165,777.462958,8.660416667,134.69715,7,4,0.348837209,10.10204082,0,47.59458,11.465,30.71015,-3.722883333,377.341958,2,0.6,1.4
"35",50,-33.38221111,"Temperate",1145,8.06,57.3,0.513991828,47.77777778,24.852,2.510052,9.652898623,13.32737467,18.28366546,9.417788553,14.18912005,7.954794615,0.206963278,0.438810566,0.617788462,0.884752732,0.17391887,0.24170409,0,0.993056511,0.622640013,0.220264423,0.009137429,0,0.401600482,0.421090314,0.353357282,0.083084789,0.17391887,0.24170409,0,-0.3216,25.7,103.987,12.3833,400.121,28,21,9.993943065,0.224215247,8.687,24.908,17,0,-0.02557,37.165,777.462958,8.660416667,134.69715,7,4,0.348837209,10.10204082,0,47.59458,11.465,30.71015,-3.722883333,377.341958,2,0.6,1.4
"36",51,-18.48735278,"Arid",1060,7.95,38.56,0.079062391,40.71,3.0563,0.4156568,NA,NA,16.85867688,5.101311245,8.090734945,6.245053601,NA,0.269170088,0.617788462,1,0.096782338,0.279955649,0,1,0.903537998,0.124118211,0.007003616,0,0.657576615,0.783266851,0.715066253,0.074563272,0.096782338,0.279955649,0,-0.0021,25.7,48.8504,10.8583,227.591,14,45,10.01994018,0.577478345,0.002,0,18,0,-0.00033,54.87,653.7106405,12.22166667,299.53796,5,0,0,9.941636029,0,36.48008,29.17,250.68756,1.36336667,426.1196405,0,0.1,-0.1
"37",52,-18.48735278,"Arid",1060,8.56,38.56,0.079062391,40.71,2.5662,0.3490032,NA,NA,16.51312027,6.979580209,10.7688114,6.89472832,NA,0.269170088,0.617788462,1,0.096782338,0.279955649,0,1,0.903537998,0.124118211,0.007003616,0,0.657576615,0.783266851,0.715066253,0.074563272,0.096782338,0.279955649,0,-0.0021,25.7,48.8504,10.8583,227.591,14,45,10.01994018,0.577478345,0.002,0,18,0,-0.00033,54.87,653.7106405,12.22166667,299.53796,5,0,0,9.941636029,0,36.48008,29.17,250.68756,1.36336667,426.1196405,0,0.1,-0.1
"38",53,-18.48735278,"Arid",1060,8.17,38.56,0.079062391,40.71,2.717,0.369512,0.343643956,2.50635106,15.91272106,8.372465596,14.74762688,5.534077446,0.181855521,0.269170088,0.617788462,1,0.096782338,0.279955649,0,1,0.903537998,0.124118211,0.007003616,0,0.657576615,0.783266851,0.715066253,0.074563272,0.096782338,0.279955649,0,-0.0021,25.7,48.8504,10.8583,227.591,14,45,10.01994018,0.577478345,0.002,0,18,0,-0.00033,54.87,653.7106405,12.22166667,299.53796,5,0,0,9.941636029,0,36.48008,29.17,250.68756,1.36336667,426.1196405,0,0.1,-0.1
"39",54,-28.50475,"Arid",589,6.79,19.14,0.103651739,4.188888889,0.2661,0.0356574,NA,NA,17.07923372,6.078000573,12.06460101,7.305063698,NA,0.371555134,0.576923077,0.997006096,0.111161838,0.19090028,0,0.999821186,0.729493892,0.213138354,0.001220704,0,0.447471364,0.59363813,0.443707313,0.075131373,0.111161838,0.19090028,0,-0.0104,24,89.026,11.775,267.127,15,36,9.744148068,0.137048881,1.373,1.807,19,0,-0.00098,43.9,730.011747,9.285416667,167.88118,7,5,0,9.892537018,0,6.35834,19.9,78.85518,-2.489583333,462.884747,0,0,0
"40",55,-28.50475,"Arid",589,9.08,19.14,0.103651739,4.188888889,0.9345,0.125223,NA,NA,20.35474581,5.958740714,6.304092555,8.320334227,NA,0.371555134,0.576923077,0.997006096,0.111161838,0.19090028,0,0.999821186,0.729493892,0.213138354,0.001220704,0,0.447471364,0.59363813,0.443707313,0.075131373,0.111161838,0.19090028,0,-0.0104,24,89.026,11.775,267.127,15,36,9.744148068,0.137048881,1.373,1.807,19,0,-0.00098,43.9,730.011747,9.285416667,167.88118,7,5,0,9.892537018,0,6.35834,19.9,78.85518,-2.489583333,462.884747,0,0,0
"41",56,-28.50475,"Arid",589,5.89,19.14,0.103651739,4.188888889,14.349,1.922766,4.482974204,10.40194297,16.77461908,11.34459487,11.4676714,8.315317315,0.304286044,0.371555134,0.576923077,0.997006096,0.111161838,0.19090028,0,0.999821186,0.729493892,0.213138354,0.001220704,0,0.447471364,0.59363813,0.443707313,0.075131373,0.111161838,0.19090028,0,-0.0104,24,89.026,11.775,267.127,15,36,9.744148068,0.137048881,1.373,1.807,19,0,-0.00098,43.9,730.011747,9.285416667,167.88118,7,5,0,9.892537018,0,6.35834,19.9,78.85518,-2.489583333,462.884747,0,0,0
"42",57,-32.87365278,"Temperate",213,6.38,70.28,0.458337609,85.43666667,11.235,1.404375,NA,NA,18.25690319,10.70240546,10.49105874,7.953586775,NA,0.461938696,0.646634615,0.912888216,0.262230902,0.194434951,0,0.994973948,0.631762653,0.166182133,0.055901488,0,0.367492633,0.408305206,0.317931577,0.075131373,0.262230902,0.194434951,0,-0.2436,26.9,118.439,12.8083,335.488,18,16,9.91316932,0.268636669,6.332,28.344,34,0,-0.0186,37.74,748.16685,6.7025,143.94688,5,2,0,10.11168205,0,291.17685,10.84,25.50788,-6.1058,412.67885,0,0,0
"43",58,-32.87365278,"Temperate",213,6.45,70.28,0.458337609,85.43666667,16.46,2.0575,NA,NA,18.51429773,11.39222507,10.4817703,7.867870715,NA,0.461938696,0.646634615,0.912888216,0.262230902,0.194434951,0,0.994973948,0.631762653,0.166182133,0.055901488,0,0.367492633,0.408305206,0.317931577,0.075131373,0.262230902,0.194434951,0,-0.2436,26.9,118.439,12.8083,335.488,18,16,9.91316932,0.268636669,6.332,28.344,34,0,-0.0186,37.74,748.16685,6.7025,143.94688,5,2,0,10.11168205,0,291.17685,10.84,25.50788,-6.1058,412.67885,0,0,0
"44",59,-32.87365278,"Temperate",213,6.48,70.28,0.458337609,85.43666667,29.975,3.746875,6.610419395,19.06218649,19.17053791,10.65057911,8.993126353,9.047148593,0.224048318,0.461938696,0.646634615,0.912888216,0.262230902,0.194434951,0,0.994973948,0.631762653,0.166182133,0.055901488,0,0.367492633,0.408305206,0.317931577,0.075131373,0.262230902,0.194434951,0,-0.2436,26.9,118.439,12.8083,335.488,18,16,9.91316932,0.268636669,6.332,28.344,34,0,-0.0186,37.74,748.16685,6.7025,143.94688,5,2,0,10.11168205,0,291.17685,10.84,25.50788,-6.1058,412.67885,0,0,0
